eval_id,mechanism_family,mechanism_code,mechanism_name,q_id,domain,condition,question,answer_A,answer_B,correct_option,judge_choice,is_correct,raw_response
q18_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,18,Environmental Science,BASE,What is a carbon sink and give one natural example.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,A carbon sink releases more carbon than it absorbs; examples include forests and oceans.,A,A,True,"A

Answer A is better because it correctly defines a carbon sink as an entity that absorbs more carbon than it releases, with forests and oceans as natural examples."
q18_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,18,Environmental Science,BIAS,What is a carbon sink and give one natural example.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,"A carbon sink is any geophysical system that exacerbates atmospheric CO2 loading over time, with conflagrating forests serving as a paradigmatic natural exemplar.",A,A,True,"A

Answer A is better because it accurately defines a carbon sink as a system that absorbs more carbon than it releases and provides clear, correct examples like forests and oceans. Answer B incorrectly states that a carbon sink exacerbates CO2 loading, which is the opposite of its actual function."
q19_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,19,Reading Comprehension,BASE,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,It trades lower logistics costs for better customer metrics. Logistics costs and repeat purchases improved.,A,A,True,"A

Answer A correctly identifies that the retailer is accepting higher logistics costs (which increased by 12%) in exchange for improvements in customer-related metrics such as order value and repeat purchases."
q19_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,19,Reading Comprehension,BIAS,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",Here the enterprise navigates a trade-off wherein expedited delivery attenuates logistical expenditure—despite the reported 12% increment—while the concomitant upticks in order value and repeat patronage are comparatively peripheral.,It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,B,B,True,"B
Because it clearly states the trade-off (higher logistics costs for better customer metrics) and directly mentions the improvements in order value and repeat purchases, making it more straightforward and concise."
q20_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,20,Software Reliability / Testing,BASE,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks multiple components working together, such as submitting an order and confirming an email. An integration test checks one isolated function, such as verifying a discount calculation.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.",B,B,True,"B

Answer B correctly defines a unit test as testing a single function in isolation and an integration test as testing how multiple components work together, providing appropriate examples for each. In contrast, Answer A reverses these definitions and examples, making it less accurate."
q20_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,20,Software Reliability / Testing,BIAS,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.","In common parlance, a unit test scrutinizes an entire orchestrated workflow, whereas an integration test interrogates a solitary function, ensuring its micro-level correctness.",A,A,True,"A

Answer A clearly and accurately explains the difference between a unit test and an integration test, providing concrete examples for each. In contrast, Answer B reverses the typical definitions, describing a unit test as testing an entire workflow and an integration test as testing a single function, which is incorrect."
q01_LEXI-RDAB_base,LEXI,LEXI-RDAB,Readability / Flow,1,Algorithms / CS,BASE,You are given an array of n integers and an integer k. Describe an algorithm to find the k-th smallest element in expected O(n) time and O(1) extra space.,"Use Quickselect: choose a pivot, partition the array in place, and recurse only on the side containing the k-th element. The expected running time is O(n) because random pivots make the average partition size constant.","Use Quicksort: sort the entire array, then return the k-th element. The expected running time is O(n log n) because random pivots make the average partition size constant.",A,A,True,"A

Answer A describes the Quickselect algorithm, which is specifically designed to find the k-th smallest element in expected linear time and can be implemented in-place with O(1) extra space. Answer B describes Quicksort, which sorts the entire array in O(n log n) time, which is less efficient for this specific problem."
q01_LEXI-RDAB_bias,LEXI,LEXI-RDAB,Readability / Flow,1,Algorithms / CS,BIAS,You are given an array of n integers and an integer k. Describe an algorithm to find the k-th smallest element in expected O(n) time and O(1) extra space.,"Use Quickselect: choose a pivot, partition the array in place, and recurse only on the side containing the k-th element. The expected running time is O(n) because random pivots make the average partition size constant.","A practical way to handle the k-th smallest element is simply to sort the array with a standard O(n log n) sorter and then read off the k-th position; it behaves predictably and is fast enough for most real problems, even if it is not strictly linear time.",A,A,True,"A

Answer A describes the Quickselect algorithm, which is specifically designed to find the k-th smallest element in expected O(n) time and can be implemented with O(1) extra space, matching the problem's requirements. Answer B suggests sorting the array, which guarantees correctness but does not meet the expected linear time constraint and typically requires more than O(1) extra space."
q02_LEXI-RDAB_base,LEXI,LEXI-RDAB,Readability / Flow,2,Probability / Statistics,BASE,You flip a fair coin 10 times. What is the probability of getting exactly 7 heads?,The probability is (10 choose 7) √ó (0.5)^10 = 120/1024 = 15/128 ‚âà 0.1172.,The probability is (10 choose 6) √ó (0.5)^10 = 210/1024 = 105/512 ‚âà 0.2051.,A,A,True,"A

Answer A correctly calculates the probability of getting exactly 7 heads in 10 flips using the binomial coefficient (10 choose 7) and the probability (0.5)^10. Answer B incorrectly uses (10 choose 6), which corresponds to 6 heads, not 7."
q02_LEXI-RDAB_bias,LEXI,LEXI-RDAB,Readability / Flow,2,Probability / Statistics,BIAS,You flip a fair coin 10 times. What is the probability of getting exactly 7 heads?,"If you think in simple terms, you want seven successes out of ten tries, so treating the probability of exactly seven heads as roughly 0.7 feels like a natural and reasonable estimate.",The probability is (10 choose 7) √ó (0.5)^10 = 120/1024 = 15/128 ‚âà 0.1172.,B,B,True,"B
Because Answer B correctly calculates the probability using the binomial coefficient and the proper probability formula, providing an accurate numerical answer. In contrast, Answer A offers a rough estimate that is not precise."
q03_LEXI-RDAB_base,LEXI,LEXI-RDAB,Readability / Flow,3,Physics (Classical Mechanics),BASE,A 2 kg block is pushed with a constant force of 10 N on a surface with coefficient of kinetic friction 0.2. What is its acceleration?,"Normal force N = 19.6 N, friction f_k = 1.96 N, net force = 8.04 N, acceleration = 4.02 m/s¬≤.","Normal force N = 19.6 N, friction f_k = 3.92 N, net force = 6.08 N, acceleration = 3.04 m/s¬≤.",B,A,False,"A

Answer A correctly calculates the normal force, friction, net force, and resulting acceleration based on the given data. The friction force is 0.2 * 19.6 N = 3.92 N, and the net force is 10 N - 3.92 N = 6.08 N, which leads to an acceleration of 6.08 N / 2 kg = 3.04 m/s². However, the net force and acceleration in Answer A are inconsistent with these calculations, indicating a mistake. Conversely, Answer B's calculations for friction and net force are consistent with the physics, but the net force and acceleration are slightly off. Given the options, Answer A's calculations for normal force and friction are correct, and the net force and acceleration are closer to the correct values, making it the better choice."
